seq_name,time_anno,ann_frames,vid_frames,dataset,split
46d140ea,"{'3': [[0, 239]], '2': [[0, 36], [48, 127], [142, 239]], '4': [[4, 13], [34, 39], [99, 129], [143, 174], [192, 203], [231, 239]], '5': [[15, 98], [107, 167], [196, 239]], '6': [[40, 81], [131, 138], [167, 176], [184, 209], [217, 222], [225, 228]], '1': [[0, 5]]}",240,240,ovis,train
48e2afc5,"{'1': [[0, 72]], '2': [[0, 72]], '3': [[0, 72]], '4': [[0, 72]]}",73,73,ovis,train
49e5ff4e,"{'1': [[0, 59]], '2': [[0, 59]], '3': [[0, 59]], '4': [[0, 59]], '5': [[0, 59]], '6': [[0, 59]]}",60,60,ovis,train
49eb0315,"{'1': [[0, 7], [10, 32], [37, 58]], '2': [[0, 58]], '3': [[0, 21]], '4': [[3, 9], [15, 42], [47, 52]]}",59,59,ovis,train
51b8c2e1,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
52ddf44c,"{'1': [[3, 41]], '2': [[0, 41]], '3': [[0, 41]], '4': [[3, 9], [23, 25], [29, 41]], '5': [[0, 18]], '6': [[0, 41]], '7': [[0, 41]]}",42,42,ovis,train
54b8f502,"{'1': [[0, 11], [16, 18], [23, 26], [38, 47]], '2': [[36, 47]]}",49,49,ovis,train
56c56ca9,"{'3': [[0, 34]], '4': [[0, 34]], '1': [[0, 17], [22, 34]], '2': [[0, 15], [22, 34]]}",35,35,ovis,train
59d7a11d,"{'1': [[0, 34]], '2': [[0, 34]]}",35,35,ovis,train
63b37343,"{'3': [[0, 29]], '1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
69ed9d14,"{'1': [[0, 24]], '2': [[0, 20]], '3': [[2, 5], [10, 20]]}",25,25,ovis,train
71f4b40e,"{'1': [[0, 34]], '2': [[0, 34]], '3': [[0, 34]], '4': [[0, 23], [30, 34]]}",35,35,ovis,train
072e7b3f,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]], '4': [[0, 35]]}",36,36,ovis,train
75d26197,"{'1': [[0, 29]], '2': [[0, 15], [20, 29]]}",30,30,ovis,train
77e246da,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ovis,train
79b25f4b,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]], '4': [[0, 35]]}",36,36,ovis,train
80afed16,"{'1': [[0, 14], [20, 34]], '2': [[0, 34]]}",35,35,ovis,train
80ce18a4,"{'1': [[0, 26]], '2': [[0, 26]]}",27,27,ovis,train
80d978e9,"{'1': [[0, 53]], '2': [[0, 53]]}",54,54,ovis,train
82a3db34,"{'1': [[0, 149]], '2': [[0, 149]], '3': [[0, 149]], '4': [[0, 149]]}",150,150,ovis,train
82f24ce7,"{'2': [[0, 47]], '3': [[0, 47]], '1': [[29, 47]]}",48,48,ovis,train
83b7c53c,"{'2': [[0, 17], [20, 40]], '3': [[0, 4], [17, 33]], '1': [[3, 40]], '4': [[0, 6], [26, 35]]}",41,41,ovis,train
85d694d7,"{'1': [[0, 12]], '2': [[0, 47]], '3': [[0, 19], [30, 47]], '4': [[0, 47]], '5': [[0, 47]], '6': [[0, 47]], '7': [[0, 47]]}",48,48,ovis,train
86a949e2,"{'1': [[0, 54]], '2': [[0, 54]], '3': [[0, 54]]}",55,55,ovis,train
86a88668,"{'1': [[0, 341]], '2': [[0, 341]], '3': [[0, 341]], '4': [[0, 341]], '5': [[0, 341]], '6': [[0, 341]], '7': [[0, 341]]}",342,342,ovis,train
88ab50cd,"{'1': [[0, 67], [71, 89]], '2': [[0, 67], [71, 89]]}",90,90,ovis,train
88cd32f3,"{'1': [[0, 88]], '2': [[0, 88]], '3': [[0, 88]]}",89,89,ovis,train
89dc0432,"{'1': [[19, 26]], '2': [[0, 26]], '4': [[0, 26]], '3': [[0, 26]]}",27,27,ovis,train
89fe6899,"{'1': [[0, 47]], '2': [[0, 47]], '3': [[0, 47]], '4': [[0, 47]], '5': [[0, 47]], '6': [[0, 47]], '7': [[0, 47]], '8': [[0, 47]], '9': [[0, 47]]}",48,48,ovis,train
91b2f707,"{'1': [[0, 39]], '2': [[0, 39]], '3': [[0, 39]], '4': [[0, 39]], '5': [[0, 39]], '6': [[0, 39]]}",40,40,ovis,train
91b754c5,"{'1': [[0, 29]], '2': [[6, 29]], '3': [[0, 29]]}",30,30,ovis,train
93c6411d,"{'1': [[0, 49]], '2': [[0, 49]]}",54,54,ovis,train
94f4c2aa,"{'1': [[0, 74]], '2': [[0, 74]], '3': [[0, 74]], '4': [[0, 74]]}",75,75,ovis,train
94f7c53e,"{'1': [[0, 54]], '2': [[0, 54]], '3': [[0, 54]], '4': [[0, 54]], '5': [[0, 54]], '6': [[0, 54]], '7': [[0, 54]], '8': [[0, 54]], '9': [[0, 54]]}",55,55,ovis,train
95cf72d7,"{'1': [[0, 30]], '2': [[0, 30]], '5': [[0, 30]], '6': [[0, 30]], '3': [[0, 30]], '4': [[0, 30]]}",31,31,ovis,train
95e24093,"{'1': [[0, 17], [21, 42]], '2': [[0, 42]], '3': [[0, 42]], '4': [[0, 42]], '5': [[10, 14], [19, 33], [37, 42]]}",43,43,ovis,train
97f58761,"{'3': [[0, 6], [15, 23]], '1': [[0, 8], [11, 59]], '2': [[0, 6], [8, 24], [27, 51], [57, 59]]}",60,60,ovis,train
100f6ecf,"{'1': [[0, 82], [85, 90], [95, 101], [125, 161]], '2': [[0, 9], [13, 18], [25, 83], [102, 161]]}",162,162,ovis,train
106d33db,"{'1': [[0, 39]], '2': [[0, 39]], '3': [[0, 39]], '4': [[0, 39]], '5': [[0, 39]], '6': [[0, 39]], '7': [[0, 39]]}",40,40,ovis,train
138c81fe,"{'1': [[0, 16], [20, 34]], '2': [[5, 8], [15, 34]]}",35,35,ovis,train
197f6587,"{'1': [[0, 53]], '2': [[0, 53]]}",54,54,ovis,train
214aeac3,"{'1': [[0, 39], [43, 52], [60, 71], [88, 128], [145, 155]], '2': [[0, 48], [54, 84], [90, 155]], '3': [[0, 37], [45, 73], [78, 155]], '4': [[0, 13], [18, 47], [51, 68], [94, 139], [145, 155]], '5': [[0, 10], [28, 37], [46, 112], [124, 155]], '6': [[9, 32], [49, 53], [58, 63], [90, 107], [129, 155]], '7': [[0, 18], [32, 56], [64, 68], [83, 146]], '8': [[30, 36], [65, 107], [128, 155]]}",156,156,ovis,train
228a0234,"{'1': [[0, 34]], '2': [[0, 34]], '3': [[0, 34]], '4': [[0, 34]]}",35,35,ovis,train
230c2edf,"{'1': [[0, 24]], '2': [[0, 24]], '3': [[0, 24]], '4': [[0, 24]], '5': [[0, 24]], '6': [[0, 24]], '7': [[0, 24]], '8': [[0, 24]], '9': [[0, 24]], '10': [[0, 24]], '11': [[0, 24]], '12': [[0, 24]], '13': [[0, 24]], '14': [[0, 24]], '15': [[0, 24]], '16': [[0, 24]], '17': [[0, 24]], '18': [[0, 24]]}",25,25,ovis,train
267bfd6c,"{'1': [[0, 17]], '2': [[0, 17]]}",18,18,ovis,train
277ad883,"{'2': [[0, 29]], '3': [[0, 29]], '4': [[0, 29]], '5': [[0, 29]], '6': [[0, 29]], '1': [[0, 8], [18, 26]]}",30,30,ovis,train
323c4236,"{'1': [[0, 20]], '2': [[0, 20]], '3': [[0, 20]], '4': [[0, 20]], '5': [[0, 20]], '6': [[0, 20]], '7': [[0, 20]], '8': [[0, 20]], '9': [[0, 20]], '10': [[0, 20]]}",21,21,ovis,train
423a50e6,"{'2': [[5, 77]], '1': [[4, 77]], '3': [[0, 77]]}",78,78,ovis,train
442ffb54,"{'1': [[0, 28]], '2': [[0, 26]], '3': [[0, 10], [13, 29]]}",30,30,ovis,train
484d48a3,"{'1': [[66, 84]], '4': [[0, 95]], '3': [[0, 95]], '5': [[0, 95]], '2': [[0, 95]]}",96,96,ovis,train
495be321,"{'1': [[0, 30]], '2': [[0, 30]], '3': [[0, 30]], '4': [[0, 30]], '5': [[0, 30]], '6': [[0, 30]], '7': [[0, 30]], '8': [[0, 30]], '9': [[0, 30]], '10': [[0, 30]], '11': [[0, 30]]}",31,31,ovis,train
550a7357,"{'3': [[0, 65]], '1': [[4, 32], [41, 65]], '2': [[4, 65]]}",66,66,ovis,train
555aa049,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ovis,train
0558d0ed,"{'1': [[0, 106]], '2': [[0, 45], [48, 106]], '3': [[18, 106]], '4': [[34, 60], [92, 106]], '5': [[0, 106]], '6': [[5, 106]], '7': [[0, 28], [60, 106]]}",107,107,ovis,train
561f6380,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
592b4dee,"{'1': [[0, 54]], '2': [[0, 54]], '3': [[5, 22], [28, 54]]}",55,55,ovis,train
607d8ff5,"{'1': [[0, 41]], '2': [[0, 41]], '3': [[0, 3], [7, 41]], '4': [[0, 41]], '5': [[0, 41]], '6': [[0, 41]]}",42,42,ovis,train
616ad8ec,"{'1': [[0, 59]], '2': [[0, 59]]}",60,60,ovis,train
645b84f9,"{'1': [[0, 26]], '2': [[0, 26]]}",27,27,ovis,train
657c9dd9,"{'3': [[57, 64]], '1': [[0, 64]], '2': [[0, 64]]}",65,65,ovis,train
725d4bfb,"{'1': [[0, 59]], '2': [[3, 59]], '3': [[0, 45], [51, 59]]}",60,60,ovis,train
733f2a02,"{'1': [[0, 53]], '2': [[0, 53]], '3': [[0, 53]], '4': [[0, 53]]}",54,54,ovis,train
797a7b7e,"{'1': [[0, 47]], '2': [[0, 40], [43, 47]], '3': [[0, 34]], '4': [[10, 35], [39, 41]], '6': [[0, 47]], '5': [[0, 4], [12, 15], [23, 27], [44, 47]]}",48,48,ovis,train
797f1bec,"{'2': [[0, 34]], '1': [[0, 12], [16, 34]]}",35,35,ovis,train
799a2d61,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
800e3c14,"{'1': [[0, 53]], '2': [[0, 53]]}",54,54,ovis,train
886ed981,"{'1': [[0, 19], [22, 26]], '2': [[0, 26]]}",27,27,ovis,train
905d8740,"{'4': [[0, 83]], '5': [[0, 59]], '3': [[7, 83]], '2': [[0, 52], [70, 83]], '1': [[78, 83]]}",84,84,ovis,train
910bf878,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ovis,train
980baf58,"{'1': [[0, 52]], '2': [[0, 52]], '3': [[0, 52]]}",53,53,ovis,train
994ed763,"{'5': [[0, 51]], '6': [[0, 51]], '1': [[0, 51]], '2': [[3, 5], [13, 51]], '3': [[0, 51]], '4': [[6, 9], [14, 19], [22, 51]]}",52,52,ovis,train
1106f3a7,"{'1': [[0, 35]], '2': [[0, 23], [26, 28], [31, 35]]}",36,36,ovis,train
2184bb93,"{'1': [[0, 159]], '2': [[0, 159]], '3': [[0, 159]]}",160,160,ovis,train
3135d31d,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ovis,train
4023fc77,"{'1': [[0, 47]], '2': [[0, 47]], '4': [[0, 47]], '3': [[5, 13]]}",48,48,ovis,train
4190c83a,"{'1': [[0, 42]], '2': [[0, 42]]}",43,43,ovis,train
4385b2c4,"{'1': [[0, 8], [14, 18], [22, 27], [32, 66]], '2': [[0, 3], [7, 13], [22, 28], [38, 42], [63, 66]], '3': [[0, 27], [30, 33], [36, 66]], '4': [[6, 14], [22, 32], [37, 56]], '5': [[0, 66]], '6': [[0, 66]], '7': [[0, 66]]}",67,67,ovis,train
4539b907,"{'1': [[0, 23], [28, 65]], '2': [[0, 65]], '3': [[0, 65]], '4': [[0, 65]]}",66,66,ovis,train
4975a81d,"{'1': [[0, 40], [45, 49], [54, 58]], '2': [[0, 21], [24, 58]], '3': [[0, 58]], '4': [[0, 58]], '5': [[0, 58]], '6': [[0, 58]]}",59,59,ovis,train
5680be79,"{'1': [[0, 39]], '2': [[0, 39]], '3': [[0, 39]]}",40,40,ovis,train
5825f0e0,"{'1': [[0, 59]], '2': [[0, 59]]}",60,60,ovis,train
5845c157,"{'1': [[0, 24]], '2': [[0, 24]], '3': [[0, 24]], '4': [[0, 24]], '5': [[0, 24]], '6': [[0, 24]], '7': [[0, 24]]}",25,25,ovis,train
6075d6b0,"{'1': [[0, 49]], '2': [[0, 49]], '3': [[0, 49]], '4': [[0, 49]], '5': [[0, 49]], '6': [[0, 49]]}",50,50,ovis,train
6149becc,"{'1': [[0, 20], [35, 118], [125, 170]], '2': [[5, 11], [21, 105], [142, 170]], '3': [[0, 16], [37, 70], [83, 121], [141, 170]], '4': [[0, 11], [26, 68], [73, 85], [95, 138], [145, 170]]}",171,171,ovis,train
6605e67d,"{'4': [[0, 59]], '1': [[17, 23]], '2': [[3, 59]], '3': [[0, 10], [14, 17], [25, 59]], '5': [[0, 59]]}",60,60,ovis,train
6763a576,"{'1': [[0, 69]], '2': [[7, 69]], '3': [[10, 69]], '4': [[0, 69]]}",70,70,ovis,train
7416ab4e,"{'1': [[0, 41]], '2': [[0, 41]], '3': [[0, 41]], '4': [[0, 41]], '5': [[0, 41]]}",42,42,ovis,train
7744dc51,"{'1': [[0, 101]], '2': [[0, 74], [79, 101]], '3': [[0, 101]], '4': [[8, 48], [55, 78]], '5': [[0, 101]], '6': [[0, 41], [47, 101]], '7': [[15, 101]]}",102,102,ovis,train
7875b874,"{'1': [[0, 25], [30, 38], [41, 44]], '2': [[3, 21], [31, 44]]}",45,45,ovis,train
8036b58e,"{'1': [[0, 107]], '2': [[0, 8], [25, 107]], '3': [[0, 3], [31, 107]], '4': [[0, 107]], '5': [[16, 107]]}",108,108,ovis,train
8745edd0,"{'1': [[0, 41]], '2': [[0, 41]], '3': [[0, 17], [21, 41]], '4': [[0, 41]], '5': [[0, 41]]}",42,42,ovis,train
8925e11b,"{'1': [[0, 47]], '2': [[0, 47]]}",48,48,ovis,train
9033b607,"{'1': [[0, 15], [23, 46]], '2': [[5, 46]], '6': [[0, 46]], '3': [[0, 46]], '7': [[0, 46]], '5': [[0, 46]], '4': [[0, 30], [38, 46]]}",47,47,ovis,train
9061dac9,"{'1': [[0, 53]], '2': [[0, 53]], '3': [[0, 53]], '4': [[0, 53]], '5': [[0, 53]], '6': [[0, 53]], '7': [[0, 53]], '8': [[0, 53]], '9': [[0, 53]], '10': [[0, 53]], '11': [[0, 53]], '12': [[0, 53]], '13': [[0, 53]], '14': [[0, 53]], '15': [[0, 53]], '16': [[0, 53]]}",54,54,ovis,train
9698f06e,"{'1': [[8, 30]], '2': [[0, 30], [38, 43], [53, 83]], '3': [[0, 83]], '4': [[38, 49], [77, 83]], '5': [[0, 83]], '6': [[54, 65], [71, 83]]}",84,84,ovis,train
23454d80,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]], '4': [[0, 35]], '5': [[0, 35]]}",36,36,ovis,train
28470fa0,"{'2': [[0, 39]], '1': [[0, 39]], '3': [[0, 39]]}",40,40,ovis,train
033333fd,"{'1': [[0, 49]], '2': [[0, 49]], '7': [[0, 49]], '3': [[0, 49]], '4': [[0, 49]], '5': [[0, 49]], '6': [[0, 49]]}",50,50,ovis,train
34535f5f,"{'1': [[0, 64]], '2': [[6, 64]], '3': [[0, 64]], '4': [[0, 64]], '5': [[0, 64]]}",65,65,ovis,train
37303a3b,"{'1': [[0, 47]], '2': [[0, 47]], '3': [[0, 47]]}",48,48,ovis,train
37549a79,"{'1': [[4, 29]], '2': [[1, 29]], '3': [[0, 29]], '4': [[0, 29]], '5': [[9, 17]]}",30,30,ovis,train
38030c69,"{'1': [[0, 24]], '2': [[0, 24]]}",25,25,ovis,train
43199a98,"{'1': [[0, 61]], '2': [[0, 61]], '3': [[0, 61]]}",62,62,ovis,train
44476e77,"{'1': [[0, 117]], '2': [[0, 117]], '3': [[0, 117]], '4': [[0, 117]], '5': [[0, 117]], '6': [[0, 117]], '7': [[0, 117]], '8': [[0, 117]], '9': [[0, 117]]}",118,118,ovis,train
57014c7d,"{'1': [[0, 6], [12, 17], [29, 64], [69, 88]], '2': [[0, 88]], '3': [[0, 88]], '4': [[0, 88]], '5': [[0, 88]], '6': [[0, 88]], '7': [[0, 88]], '8': [[0, 88]]}",89,89,ovis,train
60827ada,"{'1': [[0, 149]], '2': [[0, 31], [57, 132], [136, 149]], '3': [[11, 25], [38, 58], [65, 135], [145, 149]], '4': [[0, 64], [144, 149]], '5': [[0, 149]], '6': [[0, 149]]}",150,150,ovis,train
62372d4c,"{'1': [[0, 156]], '2': [[0, 156]], '3': [[0, 156]]}",157,157,ovis,train
62529cd4,"{'1': [[0, 34], [49, 159]], '2': [[0, 8], [14, 66], [71, 159]], '3': [[0, 159]]}",160,160,ovis,train
71217dfc,"{'1': [[0, 17]], '2': [[0, 17]], '3': [[0, 17]], '4': [[0, 17]], '5': [[0, 17]], '6': [[0, 17]], '7': [[0, 17]], '8': [[0, 17]]}",18,18,ovis,train
81659eb2,"{'1': [[0, 44]], '2': [[0, 44]], '3': [[0, 44]], '4': [[0, 44]], '5': [[0, 44]], '6': [[0, 44]]}",45,45,ovis,train
82667d52,"{'1': [[0, 49]], '2': [[0, 49]], '3': [[0, 49]], '4': [[0, 49]], '5': [[0, 49]], '6': [[0, 49]], '7': [[0, 49]], '8': [[0, 49]], '9': [[0, 49]], '10': [[0, 49]], '11': [[0, 49]], '12': [[0, 49]], '13': [[0, 49]], '14': [[0, 49]], '15': [[0, 49]], '16': [[0, 49]], '17': [[0, 49]], '18': [[0, 49]], '19': [[0, 49]]}",50,50,ovis,train
83924bdb,"{'1': [[0, 64]], '2': [[0, 64]], '3': [[0, 64]], '4': [[0, 64]]}",65,65,ovis,train
103166c7,"{'1': [[0, 39]], '2': [[0, 39]]}",40,40,ovis,train
115348f9,"{'2': [[3, 41]], '1': [[0, 41]]}",42,42,ovis,train
132561ee,"{'1': [[0, 81]], '2': [[0, 81]], '3': [[0, 81]], '4': [[0, 81]]}",82,82,ovis,train
199995b5,"{'1': [[0, 64]], '2': [[0, 64]], '3': [[43, 54]], '4': [[40, 55]], '5': [[0, 64]], '6': [[0, 64]]}",65,65,ovis,train
258944c8,"{'3': [[0, 109]], '2': [[0, 18], [25, 40], [55, 73]], '1': [[0, 50], [55, 70], [103, 109]]}",110,110,ovis,train
316931f8,"{'1': [[0, 51], [57, 107]], '2': [[0, 107]], '3': [[0, 107]], '4': [[0, 83], [92, 107]], '5': [[9, 107]], '6': [[0, 107]], '7': [[48, 91], [99, 107]]}",108,108,ovis,train
359003f8,"{'1': [[69, 78], [106, 115]], '2': [[0, 265]], '3': [[0, 142], [164, 236], [244, 265]], '4': [[0, 265]]}",266,266,ovis,train
00501424,"{'1': [[0, 44]], '2': [[0, 44]], '3': [[0, 44]], '4': [[0, 44]], '5': [[0, 44]]}",45,45,ovis,train
652929ce,"{'1': [[0, 31]], '2': [[0, 31]], '3': [[0, 21]], '4': [[3, 5], [12, 28]], '5': [[3, 16]], '6': [[0, 31]]}",32,32,ovis,train
708098a9,"{'1': [[2, 15], [19, 59]], '2': [[2, 15], [19, 59]]}",60,60,ovis,train
897066e3,"{'1': [[0, 33]], '2': [[0, 33]]}",34,34,ovis,train
1291276c,"{'1': [[0, 24]], '2': [[0, 24]]}",25,25,ovis,train
2463609b,"{'1': [[0, 105]], '5': [[0, 105]], '4': [[0, 105]], '3': [[10, 105]], '2': [[0, 105]]}",106,106,ovis,train
6786602e,"{'1': [[0, 86]], '2': [[0, 86]], '3': [[0, 86]], '4': [[0, 86]], '5': [[0, 86]]}",87,87,ovis,train
9606508b,"{'1': [[0, 45], [54, 66]], '2': [[0, 66]], '3': [[0, 42], [57, 66]], '4': [[0, 66]]}",67,67,ovis,train
19310598,"{'1': [[0, 52]], '2': [[0, 52]], '3': [[0, 52]], '4': [[0, 52]], '5': [[0, 52]]}",53,53,ovis,train
45572497,"{'3': [[17, 23], [30, 59]], '2': [[0, 59]], '1': [[0, 43], [46, 59]]}",60,60,ovis,train
59992293,"{'1': [[0, 52]], '2': [[0, 9], [13, 15], [19, 52]], '3': [[0, 10], [14, 21], [29, 36], [43, 52]], '4': [[0, 41], [48, 52]], '5': [[0, 42], [45, 52]], '6': [[11, 21], [26, 52]], '7': [[0, 39], [47, 50]]}",53,53,ovis,train
61403519,"{'1': [[0, 102]], '2': [[0, 52], [59, 102]], '3': [[0, 28], [43, 48], [52, 102]]}",103,103,ovis,train
62132822,"{'1': [[5, 13], [15, 51]], '2': [[9, 13], [18, 32], [40, 51]], '3': [[0, 6], [10, 51]], '4': [[0, 51]], '5': [[0, 13], [18, 20], [24, 51]]}",52,52,ovis,train
86571569,"{'1': [[0, 59]], '2': [[18, 33], [51, 54]], '3': [[0, 6], [10, 13], [17, 20], [23, 29]], '4': [[0, 65]], '5': [[32, 43], [48, 65]], '6': [[44, 50], [60, 65]]}",66,66,ovis,train
a1f4c54d,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]], '4': [[0, 29]], '5': [[0, 29]], '6': [[0, 29]], '7': [[0, 29]]}",30,30,ovis,train
a3e85b4b,"{'1': [[0, 131]], '2': [[0, 131]], '3': [[0, 131]], '4': [[0, 131]], '5': [[0, 23], [28, 89]], '6': [[47, 81], [90, 92], [109, 111], [128, 131]]}",132,132,ovis,train
a3f0cb28,"{'1': [[0, 59]], '2': [[0, 59]], '3': [[0, 59]], '4': [[0, 59]], '5': [[0, 59]], '6': [[0, 59]], '7': [[0, 59]], '8': [[0, 59]], '9': [[0, 59]]}",60,60,ovis,train
a4a8e24b,"{'1': [[0, 14]], '2': [[0, 14]], '3': [[0, 14]], '4': [[0, 14]]}",15,15,ovis,train
a4fc4f17,"{'1': [[3, 23], [28, 35]], '2': [[3, 23], [28, 35]]}",36,36,ovis,train
a5cf4c8d,"{'1': [[0, 46]], '2': [[0, 46]], '3': [[0, 46]], '4': [[0, 46]], '5': [[0, 46]], '6': [[0, 46]], '7': [[0, 46]]}",47,47,ovis,train
a5f70ce7,"{'1': [[0, 99]], '2': [[0, 99]], '3': [[0, 99]], '4': [[0, 99]], '5': [[0, 99]], '6': [[0, 99]], '7': [[0, 99]]}",100,100,ovis,train
a20baeec,"{'1': [[0, 60]], '2': [[0, 60]], '3': [[0, 60]], '4': [[0, 60]], '5': [[0, 60]], '6': [[0, 60]]}",61,61,ovis,train
a41e8c44,"{'1': [[0, 24]]}",25,25,ovis,train
a42f54f5,"{'1': [[0, 24]], '2': [[0, 24]], '3': [[10, 24]], '4': [[0, 16], [19, 24]], '5': [[0, 12], [19, 24]]}",25,25,ovis,train
a84c60e6,"{'1': [[0, 107]], '2': [[0, 107]], '3': [[0, 107]], '4': [[0, 107]], '5': [[0, 107]], '6': [[0, 107]], '7': [[0, 107]], '8': [[0, 107]]}",108,108,ovis,train
a95f0aea,"{'1': [[0, 100]], '2': [[0, 100]], '3': [[0, 100]], '4': [[0, 100]], '5': [[0, 100]], '6': [[0, 100]], '7': [[0, 100]], '8': [[0, 100]], '9': [[0, 100]]}",101,101,ovis,train
a99df45f,"{'1': [[0, 59]], '2': [[9, 59]]}",60,60,ovis,train
a218e951,"{'1': [[0, 23]], '2': [[0, 23]]}",24,24,ovis,train
a386eaa2,"{'1': [[0, 59]], '2': [[0, 40]], '3': [[0, 52]], '4': [[0, 59]], '5': [[0, 59]], '6': [[0, 59]]}",60,60,ovis,train
a658e949,"{'1': [[0, 49]], '2': [[0, 49]], '3': [[0, 49]]}",50,50,ovis,train
a938c6b2,"{'1': [[0, 69]], '2': [[0, 69]], '3': [[0, 69]], '4': [[0, 69]], '5': [[0, 69]], '6': [[0, 69]], '7': [[0, 69]], '8': [[0, 69]], '9': [[0, 69]], '10': [[0, 69]], '11': [[0, 69]], '12': [[0, 69]], '13': [[0, 69]], '14': [[0, 69]], '15': [[0, 69]]}",70,70,ovis,train
a217538c,"{'2': [[0, 45]], '3': [[0, 45]], '1': [[0, 20], [25, 45]]}",46,46,ovis,train
a6121689,"{'5': [[0, 89]], '3': [[0, 89]], '4': [[0, 89]], '2': [[0, 68], [72, 89]], '1': [[0, 66], [72, 89]]}",90,90,ovis,train
aa348c45,"{'1': [[0, 29]], '2': [[2, 25]]}",30,30,ovis,train
aa425600,"{'1': [[0, 21], [32, 41]], '2': [[0, 25], [32, 41]]}",42,42,ovis,train
aafea009,"{'1': [[0, 29]], '2': [[0, 5], [10, 29]], '3': [[0, 29]], '4': [[0, 29]]}",30,30,ovis,train
ac7deb19,"{'1': [[5, 35]], '2': [[0, 35]], '3': [[0, 35]]}",36,36,ovis,train
ac32a655,"{'1': [[0, 30], [32, 35], [37, 40], [43, 59], [71, 123]], '2': [[0, 5], [9, 89], [94, 123]], '3': [[0, 12], [17, 40], [47, 103], [110, 123]], '4': [[0, 5], [11, 16], [27, 29], [35, 47], [57, 65], [72, 75], [80, 123]], '5': [[0, 123]]}",124,124,ovis,train
ac093040,"{'1': [[0, 42]], '2': [[0, 42]]}",43,43,ovis,train
ade9ee91,"{'1': [[0, 92]], '2': [[0, 92]], '3': [[0, 92]]}",93,93,ovis,train
b0d09e6a,"{'1': [[4, 49], [57, 84]], '2': [[0, 24], [27, 36], [50, 84]], '3': [[4, 27], [40, 49], [54, 58], [62, 66], [69, 76]], '4': [[0, 8], [12, 14], [35, 50], [59, 84]], '5': [[22, 25], [35, 41]]}",85,85,ovis,train
b0e98fdd,"{'1': [[0, 14], [17, 46]], '2': [[0, 25], [28, 46]]}",47,47,ovis,train
b0f7e75c,"{'3': [[0, 39]], '1': [[0, 39]], '2': [[0, 39]], '4': [[0, 7]], '5': [[0, 39]]}",40,40,ovis,train
b0ffaf3b,"{'1': [[0, 33]], '2': [[0, 33]], '3': [[0, 33]], '4': [[1, 6]]}",34,34,ovis,train
b1affe79,"{'1': [[0, 34]], '2': [[6, 34]], '3': [[3, 34]], '4': [[0, 21], [24, 26], [29, 34]], '5': [[0, 25], [29, 34]], '6': [[0, 34]], '7': [[2, 34]]}",35,35,ovis,train
b1b32ddd,"{'1': [[0, 54]], '2': [[0, 54]], '3': [[0, 54]], '4': [[0, 54]], '5': [[0, 54]]}",55,55,ovis,train
b1faf52b,"{'2': [[0, 31], [38, 130]], '1': [[0, 130]]}",131,131,ovis,train
b4f876fb,"{'1': [[0, 77]], '2': [[0, 19], [23, 71], [75, 77]], '3': [[0, 9], [14, 55]], '4': [[0, 77]], '5': [[0, 77]], '6': [[0, 77]]}",78,78,ovis,train
b6cadd11,"{'1': [[0, 41]], '2': [[0, 41]], '3': [[0, 41]], '4': [[0, 41]], '5': [[0, 41]], '6': [[0, 41]], '7': [[0, 41]]}",42,42,ovis,train
b6e2c041,"{'1': [[0, 47]], '2': [[0, 47]], '3': [[0, 47]]}",48,48,ovis,train
b33ade7c,"{'1': [[0, 33], [38, 42], [44, 46], [51, 54], [62, 67], [73, 79]], '2': [[0, 49], [54, 79]], '3': [[0, 24], [29, 79]], '4': [[0, 57], [66, 79]], '5': [[4, 79]], '6': [[11, 79]]}",80,80,ovis,train
b35cc2f3,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ovis,train
b56be4b1,"{'2': [[0, 89]], '3': [[0, 89]], '4': [[0, 89]], '1': [[8, 19], [61, 75]]}",90,90,ovis,train
b84ce852,"{'1': [[5, 80]], '2': [[2, 80]], '3': [[0, 80]]}",81,81,ovis,train
b432c3ef,"{'1': [[0, 20]], '2': [[0, 20]], '3': [[0, 20]], '4': [[0, 20]], '5': [[0, 20]], '6': [[0, 20]], '7': [[0, 20]], '8': [[0, 20]]}",21,21,ovis,train
b454fdbc,"{'1': [[18, 22], [32, 42]], '2': [[0, 17], [27, 42]], '3': [[0, 42]], '4': [[3, 20], [25, 42]]}",43,43,ovis,train
b898c99e,"{'1': [[0, 59]], '2': [[0, 59]], '4': [[0, 19]], '3': [[0, 17], [38, 59]]}",60,60,ovis,train
